vol_cytoplasm.p	vol_mito.p	vol_nucleus.p	area_cytoplasm.p	area_mito.p	area_nucleus.p	pixels_cytoplasm.p	pixels_mito.p	pixels_nucleus.p	count_cytoplasm.p	count_mito.p	count_nucleus.p	x	y	z	area_cell	vol_cell	heightRange_cell	convexity_cell	packing_cell	sphericity_cell	sma_cell	smv_cell	csf_cell	maxAreaSlice_cell	rugosity_cell	pixels_cell	count_cell	heightRange_cytoplasm.p	convexity_cytoplasm.p	packing_cytoplasm.p	sphericity_cytoplasm.p	sma_cytoplasm.p	csf_cytoplasm.p	smv_cytoplasm.p	MinDist_cytoplasm.p_mito.p	MaxDist_cytoplasm.p_mito.p	MedianDist_cytoplasm.p_mito.p	MinDist_cytoplasm.p_nucleus.p	MaxDist_cytoplasm.p_nucleus.p	MedianDist_cytoplasm.p_nucleus.p	heightRange_mito.p	convexity_mito.p	packing_mito.p	sphericity_mito.p	sma_mito.p	csf_mito.p	smv_mito.p	MinDist_mito.p_nucleus.p	MaxDist_mito.p_nucleus.p	MedianDist_mito.p_nucleus.p	heightRange_nucleus.p	convexity_nucleus.p	packing_nucleus.p	sphericity_nucleus.p	sma_nucleus.p	smv_nucleus.p	csf_nucleus.p	maxAreaSlice_nucleus.p	rugosity_nucleus.p	meanIntensity_cytoplasm.p	medianIntensity_cytoplasm.p	maxIntensity_cytoplasm.p	minIntensity_cytoplasm.p	meanIntensity_mito.p	medianIntensity_mito.p	maxIntensity_mito.p	minIntensity_mito.p	pixel_per_mito_avg	pixel_per_volume_mito	nuc_to_mito	pixels_per_volume_cytoplasm.p	pixels_per_volume_mito.p	pixels_per_volume_nucleus.p	nuc_vol_to_area	segmentationError	FoF	frame	ID	png
FoF2_231005_fluorescent.nucleus_cell43	1.40697458146803	2.09230157781582	1.03247763402548	1.18099044203426	2.28854960190567	0.956332266059864	0.516299709848097	3.19414275679473	1.03848781598725	0.869712351945855	0.869712351945855	1	129.224	118.552	0.875	1.13147023547567	1.33553738732813	1.03921568627451	3.46227129968999	0.999999992040628	2.46316632450014	1.10324575497184	-1170.6032425312	1	1.02375857862019	0.891496791550596	1.2665496834572	1	0.979591836734694	0.102105481732384	0.999999632763465	0.260765048899594	1.2312738401991	1	-361.995468996799	1.28533770853697	0.903919036105803	1.01311926584768	0.703167436990981	0.787717013065184	0.611954739625016	2.41025641025641	3.78221689273789	2.09090527042301	2.78435811027626	2.26563370579126	2.09090909090909	845.011432300268	0.667317390751931	0.783121275014592	0.566972012820295	0.926829268292683	2.4641428116373	1.00000000692651	1.90820238695073	0.847339655060111	167.447173579735	1	1.00700195464762	0.866528016027275	0.875113730353312	0.94180948734621	0.448024073700787	1.36178725521694	1.40868125332789	1.48033643809708	1.54727088479123	0.96871764130958	4.76574366655355	1.53088799643954	0.463264923256309	0.336697706550594	1.53088799643954	0.968102147897527	1.07201013040817	FALSE	FoF2_231005_fluorescent.nucleus	1	43	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_43.png
FoF2_231005_fluorescent.nucleus_cell40	0.44188800229822	0.717535398975578	1.17820546518306	0.61627021352561	0.737595541094144	1.1767688453402	0.171189622802526	0.777435564921381	0.962752093929502	0.902989283699944	0.902989283699944	1	17.632	106.72	1.1875	1.00405180197767	0.975288468449165	1.17647058823529	0.591810189551485	0.999999950572535	0.693286949137731	1.33023725291971	-225.1382929712	1	0.886393980361489	1.15629100149396	0.795554638040187	1	0.836734693877551	0.180994897274627	0.99999964555963	0.338184268907361	0.596220999848895	1	-1140.50174038773	2.28612998289738	0.877810709501857	1.1524932053424	2.92498812913078	1.19654678525466	0.957503321039994	0.743589743589744	0.0749311549600977	0.727272801272241	0.175616235704646	0.74634852632771	0.727272727272727	-178.2710247872	1.33463478150391	1.56247379862266	1.39108521901683	1.41463414634146	0.451512670158216	1.000000022793	0.546309022819359	1.88176929481756	698.523163745598	1	0.944529465444613	1.29834147201647	1.25533980430083	1.11139022439616	0.843925906269854	1.36188132792886	0.893785580990693	0.880286757404283	0.783973642544379	0.968798395967831	1.11720739850254	1.08651180867115	1.5415256293275	0.355459195395638	1.08651180867115	0.78649120350644	0.99416144505053	FALSE	FoF2_231005_fluorescent.nucleus	1	40	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_40.png
FoF2_231005_fluorescent.nucleus_cell39	0.000132589603870145	0.0021081704565255	0.757949047438257	0.00320244510768945	0.0226691338281807	0.814045376027933	0.00324287421061615	0.00648403306856865	0.426478402793593	0.998307952622673	0.998307952622673	1	176.088	141.056	1.8125	0.635740714658978	0.530578537052381	0.607843137254902	2.56213241300798	1.00000004428557	1.93826383349478	0.421548302149108	-128.49503991467	1	0.828393676640544	0.875110704410428	0.291305394990366	1	0.0816326530612245	43.6001773736546	0.999990166310549	11.2925787257285	0.000329165006244951	1	-0.00339494879999976	0.109415211862258	0.0249880460328696	0.0397511870255725	2.92498812913075	1.05414537817196	1.17722597318435	0.102564102564103	0.0522811505589104	0.0909086478137932	0.0552998149189059	0.00534635150769708	0.0909090909090907	-0.0562052634666668	3.0872722588071	1.05136442790735	1.24101826576245	0.75609756097561	2.64508034914465	1.00000011634726	1.91252073161262	0.670830772263668	-51.7982427077346	1	0.958209417779268	1.00919273916276	0.878548688918463	0.958857030000773	0.24935824330151	1.36307446936667	1.00088875354775	1.07933596721574	0.519903351255149	0.975961006055808	0.00842815832875125	3.08427345588253	337.526080958701	22.4411525779074	3.08427345588253	0.541573570717361	0.924524540367712	FALSE	FoF2_231005_fluorescent.nucleus	1	39	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_39.png
FoF2_231005_fluorescent.nucleus_cell37	1.7406621009191	1.2104930440455	0.951487008751691	1.49777405270221	1.19176036504344	0.944072635867634	3.4405188598737	1.47025449829794	0.971861636175004	0.908629441624365	0.908629441624365	1	62.176	145.928	0.75	1.14402628267275	1.3038516250378	0.745098039215686	1.54763872714898	1.00000010368844	1.40159078035043	0.841533911284915	-89.7590513232019	1	1.12658276241667	0.830374964930915	1.24157032755299	1	2.91836734693878	64.1938660244238	24.0000100712771	37.685315782367	1.22655331387219	24	-166.08730797707	0.480057293765144	0.683869454619136	0.742228174226729	0.954521404218445	0.942273510857782	1.02366644824105	1.17094017094017	0.86246061210825	1.6363628410852	1.15404386692597	0.759564155000441	1.63636363636363	690.674796553065	2.37170824512628	1.02962589591161	1.38944768434795	0.682926829268293	0.156256051580458	1.00000007417761	0.291087301161822	0.685982760265636	44.4783558784021	1	1.11750032609139	0.749484588190808	1.41117838138047	1.30971642665052	2.18438561385298	1.36156068970655	1.15881947388535	1.15311893380426	1.13901917994485	0.9688483516673	2.09970221902451	1.21798964683244	0.737927360247999	1.81356864210233	1.21798964683244	0.983109757557322	1.00074746573451	FALSE	FoF2_231005_fluorescent.nucleus	1	37	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_37.png
FoF2_231005_fluorescent.nucleus_cell36	0.988827484351666	0.783833327813306	0.890012947441176	0.962241955377205	0.726217639095254	0.93424358996411	1.71257893838539	0.433241476198195	0.847238037399732	0.835871404399323	0.835871404399323	1	108.344	95.12	0.875	0.821438470666287	0.770550113977075	0.843137254901961	0.791971242424369	1.00000004176395	0.879475844377904	0.666347412529661	193.614307280533	1	0.939020885899519	0.750449404662597	0.817592210294522	1	0.857142857142857	0.00778145491671488	0.999999690534851	0.0454752888536238	0.919871094890604	1	-122.380359909334	1.64691702749748	0.874603921621259	1.06608059203131	0	0.790880389131182	0.584887645335993	0.495726495726496	0.28291341066797	0.454544686456337	0.400213342076254	0.69407342038892	0.454545454545455	192.7561396672	1.33463478150391	0.943605753573068	1.00496810669518	0.902439024390244	1.4879617696241	0.999999936155214	1.26396251631809	0.77143510878832	109.1261025776	1	1.03692576003375	0.775885111087676	1.13989135231206	1.18210970284176	1.13297117642929	1.36162453485038	0.790142019634495	0.788180605110371	0.786402071369063	0.968800301058065	0.672577839965541	0.554267839024872	1.06597163265181	1.58911233330481	0.554267839024872	0.916240641158474	0.945939244468147	FALSE	FoF2_231005_fluorescent.nucleus	1	36	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_36.png
FoF2_231005_fluorescent.nucleus_cell35	1.2658071668364	1.0187791331445	1.31487592846782	1.19580201445928	0.880966696337372	1.21060231663452	0.76173408431473	0.404495596260874	1.17907841797616	0.928934010152284	0.928934010152284	1	57.304	115.304	1	1.05840991291861	1.08047825621178	1.19607843137255	0.0442994256028622	0.999999968052631	0.125068412596885	1.31250934885245	29.5104038357362	1	0.897111698291253	1.42220662857125	0.942781447839251	1	1.38775510204082	0.696931055342351	2.00000087359027	1.02474352532632	1.87078425817706	2.00000000000001	-700.238367322665	0.928821731437639	0.21212260878964	0.337446372687868	0.942809041582082	1.28255802264435	1.13750893245415	0.521367521367521	2.24421709102852e-05	0.0909089983475165	0.000498647297931508	1.37791107778385	0.0909090909090907	-559.409101201067	1.18585412256313	1.42808344668477	1.63519964338701	1.34146341463415	0.850866769998504	0.999999939364327	0.871695852516744	1.77567760723451	-177.102407966936	1	0.985433082628954	1.3255190927046	1.28055255366309	1.1536744171393	1.6814454378422	1.36176423141507	0.81856351264059	0.861462932554687	0.536944891212982	0.968793739080592	0.565042258909059	0.398150380231571	1.21165166088174	0.552154183778639	0.398150380231571	0.863094493698887	1.07847559008564	FALSE	FoF2_231005_fluorescent.nucleus	1	35	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_35.png
FoF2_231005_fluorescent.nucleus_cell34	0.00106808292006505	0.855980565663607	2.28266697818405	0.0338425404622479	0.98006390878779	1.83271978109654	0.002389486260454	1.37526341384341	1.48290695614768	1.07163000564016	1.07163000564016	1	11.832	184.672	0.75	1.5625354044714	1.88526895470615	1.35294117647059	0.496162277592583	0.99999988682314	0.614648736347785	2.14700741155212	-731.641266506137	1	1.11772805743574	1.01559036590574	1.22734310487201	1	0.244897959183673	0.683065897644034	0.999995392614928	0.268857913792432	0.0102883878023909	1	-0.0467748501333335	2.03229736073925	1.1659005625547	1.40350972890427	4.80740170061878	1.83449650106988	1.70246747985536	1.15384615384615	0.280852600726682	1.63636173839613	0.615397754293916	0.606825831393339	1.63636363636363	-167.9017195024	0.905711046636833	1.76299812715767	1.13258801323116	1.68292682926829	0.332629606025526	0.999999841248823	0.444674134906048	3.24921077769818	524.237431633066	1	1.23567417748113	1.33388130886259	0.897852593420666	0.965126482175024	0.304646479067724	1.36264972965985	1.38199593901634	1.37705976029335	1.35341505053402	0.968712772745649	1.66530206068674	1.61114772788177	2.50352365906985	2.05269344814254	1.61114772788177	0.625276025074666	1.23672612365132	FALSE	FoF2_231005_fluorescent.nucleus	1	34	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_34.png
FoF2_231005_fluorescent.nucleus_cell32	1.1127030048119	0.849800055008273	1.10943410920631	1.09024877480311	0.811440879703764	1.07907210860728	0.580645161290323	0.34343761819852	0.997570788734533	0.964467005076142	0.964467005076142	1	48.024	135.952	1.6875	0.945815366773834	0.92309903733105	0.784313725490196	0.773512747200196	0.999999728107488	0.848131198987562	0.852819322633089	158.169532942398	1	1.07957165099499	0.929506256932447	0.791408615469309	1	0.877551020408163	3.74609460083989	1.99999431381376	2.64373154215222	1.18987435899284	2.00000000000001	-1127.9355260128	1.12782618889357	0.832635477987953	1.02943123650404	0.298142396999979	0.911428294418574	0.542945879046971	0.58974358974359	3.60050688465433	0.727275459990197	1.65339388375328	0.820434398507968	0.727272727272727	-682.134614238399	1.06066017177986	0.869018330330403	0.74416749346889	0.829268292682927	0.738428740704183	0.999999932214925	0.794496267953242	0.993114941527534	191.316304159467	1	1.17277798268794	1.04042209675935	1.02810051470888	1.01829394297186	1.21893274817818	1.36156520971674	0.858310629271711	0.832723535009036	0.781112996038542	0.968975251844551	0.462075012560676	0.40527002833956	1.22562555415267	0.478802135910517	0.40527002833956	0.865451311026865	1.02088798482848	FALSE	FoF2_231005_fluorescent.nucleus	1	32	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_32.png
FoF2_231005_fluorescent.nucleus_cell31	1.55146041924095	1.00671763331946	0.981517284347224	1.54477670013729	0.93578376226676	0.987190029631353	3.41457586618877	0.911438915005133	0.751436018117867	0.961082910321489	0.961082910321489	1	177.712	183.744	0.6875	1.16874869376774	1.24451031895952	0.686274509803922	1.68187290763751	1.00000000824831	1.40582764932374	0.711170798972547	12.7702885194661	1	1.3449355011177	0.832794491778712	1.00013762730526	1	2.73469387755102	73.2318105345893	16.9999793140399	42.0780532062799	0.900449628290009	17	643.127784175999	1.99138691479038	0.693643358413732	0.969279123361748	2.32856655954311	0.923014604296333	1.12923603042366	0.393162393162393	0.132598409893988	0.272727477159267	0.218893117572929	0.564492647669312	0.272727272727273	214.789357379202	5.30330085889909	1.32720536809876	2.1457965283952	0.585365853658537	2.54402543709859	1.00000021693877	1.82563649288231	0.595994495225505	-253.550242261867	1	1.22385183518633	0.618505166846957	1.55794457370756	1.48598271889029	2.35725479895811	1.36155842970146	0.870673841651326	0.923678487670512	0.723462349855142	0.96873552799011	1.23060509194149	0.907890077866156	0.915299709373451	2.01939182954477	0.907890077866156	0.736876127264873	0.98724339564957	FALSE	FoF2_231005_fluorescent.nucleus	1	31	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_31.png
FoF2_231005_fluorescent.nucleus_cell3	1.9831611203085	1.60982430472856	1.90671222608373	1.50901537656512	1.12337665376023	1.49087978105911	1.63355521420038	1.03431134165451	1.82441357321795	2.78059785673999	2.78059785673999	1	37.12	202.072	1.3125	1.27669705432441	1.5396628014358	1.07843137254902	0.446536116981605	0.999999976222172	0.612668753117923	1.34205656993352	-672.621590484262	1	1.19900145195179	0.927907574188204	1.56965661987338	1	1.20408163265306	2.18185003898581	2.00000631481351	1.91112584731018	1.95394263187631	2.00000000000001	-59.6862176362663	2.84689886952561	0.650169558618467	1.03429502606885	0.843274042711584	1.16035581539597	1.11595584302761	0.47008547008547	0.00118500401996012	0.0909090006007969	0.00746671922797109	1.44343308980932	0.0909090909090907	-465.847330005329	0.667317390751977	1.12773912652624	0.990334982953988	1.19512195121951	0.921754235661914	0.99999997909287	0.956517988248946	1.75335913575523	173.703687001601	1	1.31604867549049	1.0019654073126	0.949670834771745	1.00100239010222	1.41760381144043	1.3615904935237	0.78568534399816	0.827067751470495	0.565930224752743	0.968693933520002	0.48268644001057	0.644297112522948	1.1119358167692	0.755788618182537	0.644297112522948	0.920955347565753	1.26990014287687	FALSE	FoF2_231005_fluorescent.nucleus	1	3	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_3.png
FoF2_231005_fluorescent.nucleus_cell29	2.36560478353827	1.7998534072729	1.57514870087517	1.88303685908935	1.58565765673798	1.29870261525108	7.37890424987199	2.38374669044145	1.39499987347858	1.14946418499718	1.14946418499718	1	88.856	164.024	0.5625	1.42843965249188	1.76455224841985	1.05882352941176	0.877391978871534	1.00000008911431	0.940767466250451	1.34409340812735	-928.890055085334	1	1.24298391540683	0.843908268639876	2.07163501238646	1	3.10204081632653	73.3256487196929	20.0000214274735	42.9106948760566	1.92566725818688	20.0000000000001	-459.342230888003	1.04518734375768	1.07957685594321	1.14560858948039	0.942809041582116	0.838815796888601	0.691004365897858	2.42735042735043	5.59154784927413	3.54545361719177	5.10177099975578	1.49844713353926	3.54545454545455	-538.848914051738	2.00779730052615	0.998400303838978	1.0880427138106	1.09756097560976	2.33362425846714	0.999999891575276	1.79581207542241	1.32497361682125	-112.121201852265	1	1.15110976548896	1.01079205982919	1.53666906222729	1.54192814888633	2.18847677491028	1.36158272475619	1.04165613613167	1.04880896378006	1.15511652079949	0.968736057181841	2.69101831906774	1.3281170332417	0.821594404920917	2.86203021155229	1.3281170332417	0.85241883942891	1.2043116567076	FALSE	FoF2_231005_fluorescent.nucleus	1	29	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_29.png
FoF2_231005_fluorescent.nucleus_cell28	0.78999832421473	0.536005218585884	0.645234270805954	0.942003092991619	0.604474870335933	0.810618773236158	2.11298856460147	0.309504511806344	0.628634327791695	0.92272983643542	0.92272983643542	1	164.488	157.992	1.8125	0.730252197746897	0.584210818939857	0.705882352941177	2.37524847957609	1.00000020253637	1.71069101212265	0.684099708396729	26.6160213754714	1	0.900794706675096	0.893852572396512	0.689633223231489	1	1.57142857142857	21.6140987662769	9.000006400292	13.2080154078293	1.00938452499287	9.00000000000003	370.919280525873	1.71807143832798	0.612151348375754	0.858124577986256	0.596284793999955	0.700650875468992	0.565447726188768	0.487179487179487	2.45484017445278	0.63636584225794	1.64830541746599	0.654548303499209	0.636363636363634	-322.018438010666	3.10241841149775	0.978901593768239	1.17689813836174	0.804878048780488	3.14385157217649	1.00000003776832	1.93570213244879	0.868391847117805	131.217034419204	1	0.973782324661146	0.778840893966908	1.27515855129647	1.24786828380367	1.92599081637885	1.36182398029967	0.834556895482153	0.817780406290253	0.610696779132623	0.969247997263047	0.435255648459375	0.579043704690199	1.13011192212506	2.45411836435225	0.579043704690199	0.937737097144882	0.790365208641644	FALSE	FoF2_231005_fluorescent.nucleus	1	28	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_28.png
FoF2_231005_fluorescent.nucleus_cell27	1.81959342871191	1.52671573251003	1.66432444535303	1.39577440714572	1.29163005354724	1.32227936382962	2.56306536951698	3.01691251958718	1.59477719577925	1.2058657642414	1.2058657642414	1	206.48	74.24	1.125	1.19947606095242	1.45531298606374	0.862745098039216	0.772275383672358	1.00000000990784	0.90493957263504	0.978484576316572	-583.332550961603	1	1.11642865391355	0.795745254386953	1.82283925130746	1	0.897959183673469	0.126558787225811	0.999999726715236	0.302204825726523	1.41195655414773	1	-881.956396791467	0.974041231421384	0.82812378897707	0.701301522720052	1.33333333333336	1.02062982724145	1.30605499447072	1.35897435897436	3.08390767972086	1.72727211728215	2.70286438979475	1.13178374355655	1.72727272727273	-123.922043881071	0.707106781186542	0.949562587631876	1.12628895980675	1.02439024390244	2.01746921820636	1.00000009842074	1.660512842195	1.26397298205942	-118.992201006926	1	1.20092585065357	0.863840898735486	0.882395871660052	0.964979005402341	0.94540541125818	1.36156224346005	0.980544417671207	1.00309557247753	0.926330186538325	0.968704411516289	3.24650254157184	1.98160876432128	1.02341754816385	1.29243839615274	1.98160876432128	0.922279287779203	1.24980373334344	FALSE	FoF2_231005_fluorescent.nucleus	1	27	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_27.png
FoF2_231005_fluorescent.nucleus_cell26	1.68118093140514	1.34344026346371	1.48557966570291	1.32686383740868	1.08585874065882	1.23523436581277	2.44359105649428	1.46225752418004	1.33859662440851	2.99210377890581	2.99210377890581	1	158.92	165.88	0.96875	1.10650429392504	1.28204342384149	0.980392156862745	2.58742721850908	1.00000008389066	2.01845722350147	1.03626213516424	480.978994023467	1	1.04124151440279	0.929604299706959	1.38914120561519	1	1.22448979591837	6.70964512975726	2.99999169717889	5.23768496316692	1.53889282455814	3.00000000000001	59.9302767333251	0.694161699909489	0.910950519399791	0.904721647043984	0.596284793999955	0.904708896958911	0.741074981994337	1	1.37961578514929	1.18181736684837	1.54536328878838	1.11522544579597	1.18181818181818	129.043512754136	0	0.982881317686838	0.741178452359968	1.1219512195122	0.878814563408067	0.999999887269523	0.946923816170273	1.34770528501689	218.385362591461	1	1.09891221914343	0.998884250988578	1.03101293241864	1.05785742839868	1.61598431013922	1.36159261227847	0.867372961339079	0.845398081056464	0.901515081184023	0.968753943862372	0.634160528787337	1.09148779215143	1.03812735343071	1.33363996115279	1.09148779215143	0.867269772521649	1.19419053904391	FALSE	FoF2_231005_fluorescent.nucleus	1	26	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_26.png
FoF2_231005_fluorescent.nucleus_cell25	0.264177419622158	0.81149010499092	0.689127069886977	0.445796585399529	1.1239855397957	0.776239860473734	0.0290151903055129	1.58577835413627	0.690351476504972	0.804286520022561	0.804286520022561	1	41.528	109.736	1.03125	0.795693104234855	0.756775228530476	0.980392156862745	0.844818458497284	0.999999928882409	0.936555264640445	0.771898059819384	-120.18646855147	1	0.80737809739111	1.22293486696577	0.72471098265896	1	0.73469387755102	0.397134926386152	0.999999870003455	0.560219086749855	0.337783721018414	1	82.2075535424002	1.29027630533565	0.883107384881069	1.12574901211805	2.2509257354846	0.751543989695095	0.84886221046368	2.22222222222222	1.2813047853769	2.90908862310794	1.84125336648318	0.925776278198875	2.90909090909091	-360.216138609068	0.353553390593273	0.836753147263478	0.75713287150484	1.04878048780488	0.79289584734631	1.00000001084689	0.8431080823765	0.825984474485658	-139.712327966399	1	0.788280804432477	1.33551966554139	0.864417433494573	0.940173377134067	0.274870307126415	1.36375910965896	1.14429023746148	1.17202544740228	1.08229211391905	0.968738173948769	2.55848980492625	1.9596234820304	0.797240090226999	0.100775336781639	1.9596234820304	0.96420943929705	0.881516438367659	FALSE	FoF2_231005_fluorescent.nucleus	1	25	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_25.png
FoF2_231005_fluorescent.nucleus_cell241	0.781107454666326	0.938890416896467	1.23503012957176	0.90371648042935	0.853139462538819	1.16559446305945	0.346816862945895	0.495380126438645	1.32397074824768	0.890016920473773	0.890016920473773	1	23.432	128.76	1.53125	1.00179948885775	0.996540683916689	1.07843137254902	0.14975708730565	1.00000001896468	0.282011121932698	1.28654012925904	1342.02137455733	1	0.885342656504407	1.10767417858086	1.01393476465731	1	0.979591836734694	0.139080121263898	0.999999449954573	0.282850746896569	1.14157550531667	1	-292.016521032	3.08458855636266	0.916502803333702	1.31599845344001	1.31866936299022	1.20590042992075	1.24457276761722	0.632478632478633	0.0701815131963833	0.272727449356479	0.124873564828432	1.28843913125972	0.272727272727273	464.80319464107	1.37215615000626	1.1161843082588	1.12760206338507	1.14634146341463	0.703827342742176	0.999999907556629	0.765157051142119	1.50001070736038	-153.886616422927	1	0.976601159927731	1.26210325848409	0.993110946209176	1.02269499036849	0.737237920822297	1.36155800595051	0.864143592788004	0.874248742872807	0.646725618789809	0.969242070315653	0.722257917921656	0.529099134868936	1.23491110093175	0.407393365073565	0.529099134868936	1.0318136476084	1.05210024729397	FALSE	FoF2_231005_fluorescent.nucleus	1	241	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_241.png
FoF2_231005_fluorescent.nucleus_cell239	2.66146006935173	2.33148964418863	1.49003825822844	2.3254708889917	2.09186871184735	1.30671520679268	8.56767366444786	4.29048468147188	1.64895366785597	1.12013536379019	1.12013536379019	1	50.808	78.88	0.40625	1.60636824550641	1.99066215188174	0.686274509803922	0.486588271314802	0.999999999169313	0.611955428990922	0.965377380214978	279.220581788267	1	1.58876747072825	0.633218227131942	2.66764726121663	1	4.87755102040816	48.5367634743798	31.9999642415529	37.8183343425623	1.41095447441256	32	1132.45684338133	0.258055261067131	1.38149379183975	1.26705934346467	0.562731433871151	0.915937299334774	0.63594211419427	1.98290598290598	4.57837823348069	2.81817962542778	3.25135241997052	1.32124400077085	2.81818181818182	505.470909099732	0.905711046636836	0.898377004642562	0.791837511750152	0.682926829268293	0.534367022188306	0.999999939480581	0.643743250309861	0.823418638275862	-30.8227401551993	1	1.31491276035878	0.670708572570382	1.52492836413944	1.45236937933757	2.90351347744093	1.36158159475365	1.08460025159847	1.06766647169271	1.34399393850646	0.968783155245959	4.97035996377563	1.84538184217291	0.599980280863135	2.9537075301712	1.84538184217291	1.06515169847596	1.13225310419867	FALSE	FoF2_231005_fluorescent.nucleus	1	239	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_239.png
FoF2_231005_fluorescent.nucleus_cell238	0.797633275570919	0.785480695984251	0.739865463430779	0.927545166459353	0.939883102346072	0.872369651325274	0.181942310974569	0.885935051602097	0.782686808876743	0.928934010152284	0.928934010152284	1	49.416	43.384	0.40625	0.872204680742893	0.732813599682138	0.745098039215686	0.534635704856161	1.00000002963591	0.616417082087709	0.509340698221398	-162.329476872001	1	1.06523572328206	0.816441200673951	0.691491191852464	1	0.714285714285714	0.0323889471770405	0.999999651854767	0.105780077005225	0.651455221827463	1	222.797664381867	0.5605861444998	0.934653970764255	0.836243525873401	2.08832734769032	0.792988855496414	0.761095623226729	0.871794871794872	0.213601217426276	0.727271320131631	0.272338020183202	0.601926344146659	0.727272727272727	39.2671094703999	0.667317390751965	0.760897579811726	0.688799987395455	0.731707317073171	0.0483857117409457	1.00000002817684	0.121921864052929	0.582485523389401	-63.2113061402661	1	0.993578827122852	1.8982108075526	0.973394137992861	0.999211563109209	0.557205865337832	1.36171945506421	1.1806521709746	1.15504190621623	1.12481863347984	0.9691556003867	1.23756784358441	1.13104464133379	0.884280986593878	0.209293129460815	1.13104464133379	1.01820608931794	0.842130219777222	FALSE	FoF2_231005_fluorescent.nucleus	1	238	~/Projects/PMO/MeasuringFitnessPerClone/data/GastricCancerCLs/3Dbrightfield/NCI-N87/A06_multiSignals_Linked/FoF2_231005_fluorescent.nucleus/cell_238.png
