image,image_id,label
FoF4_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice20_cellCycle2_cell74.tif,FoF4_241016_fucci.nucleus_cell74.tif,1
FoF14_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice27_cellCycle1_cell117.tif,FoF14_241016_fucci.nucleus_cell117.tif,0
FoF12_241016_fucci.nucleus/cellCycle3/images_padded/FoF_slice22_cellCycle3_cell115.tif,FoF12_241016_fucci.nucleus_cell115.tif,2
FoF15_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice26_cellCycle3_cell123.tif,FoF15_241017_fucci.nucleus_cell123.tif,2
FoF16_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice18_cellCycle2_cell60.tif,FoF16_241017_fucci.nucleus_cell60.tif,1
FoF8_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice29_cellCycle2_cell124.tif,FoF8_241016_fucci.nucleus_cell124.tif,1
FoF20_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice26_cellCycle1_cell98.tif,FoF20_241017_fucci.nucleus_cell98.tif,0
FoF18_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice17_cellCycle3_cell125.tif,FoF18_241017_fucci.nucleus_cell125.tif,2
FoF22_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice20_cellCycle2_cell119.tif,FoF22_241017_fucci.nucleus_cell119.tif,1
FoF12_241016_fucci.nucleus/cellCycle3/images_padded/FoF_slice30_cellCycle3_cell43.tif,FoF12_241016_fucci.nucleus_cell43.tif,2
FoF14_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice29_cellCycle2_cell41.tif,FoF14_241016_fucci.nucleus_cell41.tif,1
FoF17_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice23_cellCycle3_cell290.tif,FoF17_241017_fucci.nucleus_cell290.tif,2
FoF16_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice16_cellCycle3_cell134.tif,FoF16_241017_fucci.nucleus_cell134.tif,2
FoF13_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice29_cellCycle1_cell119.tif,FoF13_241016_fucci.nucleus_cell119.tif,0
FoF14_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice28_cellCycle2_cell122.tif,FoF14_241016_fucci.nucleus_cell122.tif,1
FoF18_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice23_cellCycle1_cell210.tif,FoF18_241017_fucci.nucleus_cell210.tif,0
FoF18_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice23_cellCycle3_cell14.tif,FoF18_241017_fucci.nucleus_cell14.tif,2
FoF22_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice25_cellCycle1_cell261.tif,FoF22_241017_fucci.nucleus_cell261.tif,0
FoF19_241017_fucci.nucleus/cellCycle4/images_padded/FoF_slice29_cellCycle4_cell71.tif,FoF19_241017_fucci.nucleus_cell71.tif,3
FoF21_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice23_cellCycle2_cell287.tif,FoF21_241017_fucci.nucleus_cell287.tif,1
FoF12_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice25_cellCycle1_cell63.tif,FoF12_241016_fucci.nucleus_cell63.tif,0
FoF7_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice30_cellCycle2_cell138.tif,FoF7_241016_fucci.nucleus_cell138.tif,1
FoF21_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice23_cellCycle2_cell53.tif,FoF21_241017_fucci.nucleus_cell53.tif,1
FoF5_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice30_cellCycle2_cell60.tif,FoF5_241016_fucci.nucleus_cell60.tif,1
FoF12_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice28_cellCycle1_cell18.tif,FoF12_241016_fucci.nucleus_cell18.tif,0
FoF14_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice26_cellCycle1_cell133.tif,FoF14_241016_fucci.nucleus_cell133.tif,0
FoF16_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice22_cellCycle2_cell99.tif,FoF16_241017_fucci.nucleus_cell99.tif,1
FoF10_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice23_cellCycle2_cell125.tif,FoF10_241016_fucci.nucleus_cell125.tif,1
FoF22_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice25_cellCycle3_cell313.tif,FoF22_241017_fucci.nucleus_cell313.tif,2
FoF19_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice28_cellCycle1_cell147.tif,FoF19_241017_fucci.nucleus_cell147.tif,0
FoF9_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice19_cellCycle1_cell113.tif,FoF9_241016_fucci.nucleus_cell113.tif,0
FoF8_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice25_cellCycle2_cell87.tif,FoF8_241016_fucci.nucleus_cell87.tif,1
FoF13_241016_fucci.nucleus/cellCycle4/images_padded/FoF_slice30_cellCycle4_cell4.tif,FoF13_241016_fucci.nucleus_cell4.tif,3
FoF2_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice25_cellCycle2_cell17.tif,FoF2_241016_fucci.nucleus_cell17.tif,1
FoF11_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice23_cellCycle1_cell2.tif,FoF11_241016_fucci.nucleus_cell2.tif,0
FoF21_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice19_cellCycle2_cell288.tif,FoF21_241017_fucci.nucleus_cell288.tif,1
FoF5_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice24_cellCycle2_cell70.tif,FoF5_241016_fucci.nucleus_cell70.tif,1
FoF10_241016_fucci.nucleus/cellCycle4/images_padded/FoF_slice19_cellCycle4_cell12.tif,FoF10_241016_fucci.nucleus_cell12.tif,3
FoF11_241016_fucci.nucleus/cellCycle4/images_padded/FoF_slice29_cellCycle4_cell45.tif,FoF11_241016_fucci.nucleus_cell45.tif,3
FoF17_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice16_cellCycle3_cell161.tif,FoF17_241017_fucci.nucleus_cell161.tif,2
FoF15_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice26_cellCycle3_cell2.tif,FoF15_241017_fucci.nucleus_cell2.tif,2
FoF21_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice19_cellCycle2_cell137.tif,FoF21_241017_fucci.nucleus_cell137.tif,1
FoF5_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice28_cellCycle1_cell50.tif,FoF5_241016_fucci.nucleus_cell50.tif,0
FoF22_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice27_cellCycle1_cell281.tif,FoF22_241017_fucci.nucleus_cell281.tif,0
FoF20_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice25_cellCycle2_cell112.tif,FoF20_241017_fucci.nucleus_cell112.tif,1
FoF18_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice23_cellCycle1_cell2.tif,FoF18_241017_fucci.nucleus_cell2.tif,0
FoF4_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice23_cellCycle2_cell58.tif,FoF4_241016_fucci.nucleus_cell58.tif,1
FoF8_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice27_cellCycle1_cell32.tif,FoF8_241016_fucci.nucleus_cell32.tif,0
FoF1_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice13_cellCycle2_cell31.tif,FoF1_241016_fucci.nucleus_cell31.tif,1
FoF16_241017_fucci.nucleus/cellCycle4/images_padded/FoF_slice21_cellCycle4_cell69.tif,FoF16_241017_fucci.nucleus_cell69.tif,3
FoF20_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice26_cellCycle2_cell88.tif,FoF20_241017_fucci.nucleus_cell88.tif,1
FoF19_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice23_cellCycle1_cell45.tif,FoF19_241017_fucci.nucleus_cell45.tif,0
FoF16_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice18_cellCycle2_cell130.tif,FoF16_241017_fucci.nucleus_cell130.tif,1
FoF17_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice15_cellCycle1_cell16.tif,FoF17_241017_fucci.nucleus_cell16.tif,0
FoF9_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice24_cellCycle2_cell78.tif,FoF9_241016_fucci.nucleus_cell78.tif,1
FoF20_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice32_cellCycle2_cell28.tif,FoF20_241017_fucci.nucleus_cell28.tif,1
FoF21_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice23_cellCycle2_cell110.tif,FoF21_241017_fucci.nucleus_cell110.tif,1
FoF10_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice19_cellCycle2_cell139.tif,FoF10_241016_fucci.nucleus_cell139.tif,1
FoF12_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice30_cellCycle1_cell95.tif,FoF12_241016_fucci.nucleus_cell95.tif,0
FoF23_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice24_cellCycle1_cell59.tif,FoF23_241017_fucci.nucleus_cell59.tif,0
FoF17_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice23_cellCycle1_cell16.tif,FoF17_241017_fucci.nucleus_cell16.tif,0
FoF3_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice20_cellCycle2_cell180.tif,FoF3_241016_fucci.nucleus_cell180.tif,1
FoF8_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice34_cellCycle2_cell63.tif,FoF8_241016_fucci.nucleus_cell63.tif,1
FoF20_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice31_cellCycle2_cell126.tif,FoF20_241017_fucci.nucleus_cell126.tif,1
FoF9_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice23_cellCycle2_cell115.tif,FoF9_241016_fucci.nucleus_cell115.tif,1
FoF11_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice30_cellCycle1_cell18.tif,FoF11_241016_fucci.nucleus_cell18.tif,0
FoF7_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice31_cellCycle1_cell89.tif,FoF7_241016_fucci.nucleus_cell89.tif,0
FoF16_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice19_cellCycle2_cell82.tif,FoF16_241017_fucci.nucleus_cell82.tif,1
FoF19_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice24_cellCycle3_cell28.tif,FoF19_241017_fucci.nucleus_cell28.tif,2
FoF17_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice14_cellCycle1_cell298.tif,FoF17_241017_fucci.nucleus_cell298.tif,0
FoF12_241016_fucci.nucleus/cellCycle3/images_padded/FoF_slice30_cellCycle3_cell53.tif,FoF12_241016_fucci.nucleus_cell53.tif,2
FoF10_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice22_cellCycle2_cell141.tif,FoF10_241016_fucci.nucleus_cell141.tif,1
FoF21_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice25_cellCycle1_cell350.tif,FoF21_241017_fucci.nucleus_cell350.tif,0
FoF9_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice17_cellCycle2_cell65.tif,FoF9_241016_fucci.nucleus_cell65.tif,1
FoF15_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice29_cellCycle1_cell85.tif,FoF15_241017_fucci.nucleus_cell85.tif,0
FoF9_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice18_cellCycle2_cell8.tif,FoF9_241016_fucci.nucleus_cell8.tif,1
FoF14_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice30_cellCycle2_cell32.tif,FoF14_241016_fucci.nucleus_cell32.tif,1
FoF14_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice31_cellCycle2_cell5.tif,FoF14_241016_fucci.nucleus_cell5.tif,1
FoF17_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice14_cellCycle2_cell148.tif,FoF17_241017_fucci.nucleus_cell148.tif,1
FoF13_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice24_cellCycle2_cell55.tif,FoF13_241016_fucci.nucleus_cell55.tif,1
FoF21_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice21_cellCycle1_cell36.tif,FoF21_241017_fucci.nucleus_cell36.tif,0
FoF13_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice24_cellCycle2_cell130.tif,FoF13_241016_fucci.nucleus_cell130.tif,1
FoF12_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice30_cellCycle1_cell10.tif,FoF12_241016_fucci.nucleus_cell10.tif,0
FoF17_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice15_cellCycle1_cell107.tif,FoF17_241017_fucci.nucleus_cell107.tif,0
FoF21_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice25_cellCycle3_cell230.tif,FoF21_241017_fucci.nucleus_cell230.tif,2
FoF13_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice28_cellCycle2_cell54.tif,FoF13_241016_fucci.nucleus_cell54.tif,1
FoF7_241016_fucci.nucleus/cellCycle3/images_padded/FoF_slice31_cellCycle3_cell77.tif,FoF7_241016_fucci.nucleus_cell77.tif,2
FoF12_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice30_cellCycle1_cell54.tif,FoF12_241016_fucci.nucleus_cell54.tif,0
FoF11_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice30_cellCycle2_cell83.tif,FoF11_241016_fucci.nucleus_cell83.tif,1
FoF3_241016_fucci.nucleus/cellCycle4/images_padded/FoF_slice22_cellCycle4_cell14.tif,FoF3_241016_fucci.nucleus_cell14.tif,3
FoF7_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice28_cellCycle1_cell101.tif,FoF7_241016_fucci.nucleus_cell101.tif,0
FoF8_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice32_cellCycle1_cell50.tif,FoF8_241016_fucci.nucleus_cell50.tif,0
FoF20_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice30_cellCycle1_cell42.tif,FoF20_241017_fucci.nucleus_cell42.tif,0
FoF19_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice26_cellCycle3_cell106.tif,FoF19_241017_fucci.nucleus_cell106.tif,2
FoF16_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice17_cellCycle1_cell79.tif,FoF16_241017_fucci.nucleus_cell79.tif,0
FoF18_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice21_cellCycle1_cell81.tif,FoF18_241017_fucci.nucleus_cell81.tif,0
FoF6_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice27_cellCycle1_cell94.tif,FoF6_241016_fucci.nucleus_cell94.tif,0
FoF9_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice21_cellCycle1_cell93.tif,FoF9_241016_fucci.nucleus_cell93.tif,0
FoF13_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice23_cellCycle1_cell107.tif,FoF13_241016_fucci.nucleus_cell107.tif,0
FoF14_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice29_cellCycle1_cell117.tif,FoF14_241016_fucci.nucleus_cell117.tif,0
FoF10_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice16_cellCycle2_cell55.tif,FoF10_241016_fucci.nucleus_cell55.tif,1
FoF20_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice28_cellCycle2_cell12.tif,FoF20_241017_fucci.nucleus_cell12.tif,1
FoF23_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice30_cellCycle1_cell14.tif,FoF23_241017_fucci.nucleus_cell14.tif,0
FoF13_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice25_cellCycle1_cell18.tif,FoF13_241016_fucci.nucleus_cell18.tif,0
FoF20_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice27_cellCycle3_cell69.tif,FoF20_241017_fucci.nucleus_cell69.tif,2
FoF7_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice32_cellCycle1_cell5.tif,FoF7_241016_fucci.nucleus_cell5.tif,0
FoF1_241016_fucci.nucleus/cellCycle3/images_padded/FoF_slice17_cellCycle3_cell62.tif,FoF1_241016_fucci.nucleus_cell62.tif,2
FoF5_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice24_cellCycle2_cell30.tif,FoF5_241016_fucci.nucleus_cell30.tif,1
FoF11_241016_fucci.nucleus/cellCycle3/images_padded/FoF_slice28_cellCycle3_cell61.tif,FoF11_241016_fucci.nucleus_cell61.tif,2
FoF5_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice29_cellCycle1_cell59.tif,FoF5_241016_fucci.nucleus_cell59.tif,0
FoF17_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice20_cellCycle2_cell53.tif,FoF17_241017_fucci.nucleus_cell53.tif,1
FoF18_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice20_cellCycle1_cell210.tif,FoF18_241017_fucci.nucleus_cell210.tif,0
FoF14_241016_fucci.nucleus/cellCycle3/images_padded/FoF_slice26_cellCycle3_cell57.tif,FoF14_241016_fucci.nucleus_cell57.tif,2
FoF22_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice19_cellCycle2_cell195.tif,FoF22_241017_fucci.nucleus_cell195.tif,1
FoF8_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice33_cellCycle2_cell124.tif,FoF8_241016_fucci.nucleus_cell124.tif,1
FoF7_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice35_cellCycle1_cell64.tif,FoF7_241016_fucci.nucleus_cell64.tif,0
FoF18_241017_fucci.nucleus/cellCycle4/images_padded/FoF_slice17_cellCycle4_cell162.tif,FoF18_241017_fucci.nucleus_cell162.tif,3
FoF15_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice23_cellCycle2_cell42.tif,FoF15_241017_fucci.nucleus_cell42.tif,1
FoF7_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice31_cellCycle1_cell4.tif,FoF7_241016_fucci.nucleus_cell4.tif,0
FoF22_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice22_cellCycle1_cell58.tif,FoF22_241017_fucci.nucleus_cell58.tif,0
FoF19_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice25_cellCycle1_cell98.tif,FoF19_241017_fucci.nucleus_cell98.tif,0
FoF20_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice24_cellCycle1_cell71.tif,FoF20_241017_fucci.nucleus_cell71.tif,0
FoF14_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice27_cellCycle1_cell61.tif,FoF14_241016_fucci.nucleus_cell61.tif,0
FoF9_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice16_cellCycle1_cell125.tif,FoF9_241016_fucci.nucleus_cell125.tif,0
FoF9_241016_fucci.nucleus/cellCycle3/images_padded/FoF_slice23_cellCycle3_cell28.tif,FoF9_241016_fucci.nucleus_cell28.tif,2
FoF22_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice21_cellCycle3_cell43.tif,FoF22_241017_fucci.nucleus_cell43.tif,2
FoF3_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice20_cellCycle1_cell89.tif,FoF3_241016_fucci.nucleus_cell89.tif,0
FoF13_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice30_cellCycle2_cell49.tif,FoF13_241016_fucci.nucleus_cell49.tif,1
FoF1_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice17_cellCycle1_cell68.tif,FoF1_241016_fucci.nucleus_cell68.tif,0
FoF13_241016_fucci.nucleus/cellCycle3/images_padded/FoF_slice31_cellCycle3_cell90.tif,FoF13_241016_fucci.nucleus_cell90.tif,2
FoF2_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice23_cellCycle1_cell42.tif,FoF2_241016_fucci.nucleus_cell42.tif,0
FoF23_241017_fucci.nucleus/cellCycle4/images_padded/FoF_slice33_cellCycle4_cell94.tif,FoF23_241017_fucci.nucleus_cell94.tif,3
FoF6_241016_fucci.nucleus/cellCycle4/images_padded/FoF_slice26_cellCycle4_cell67.tif,FoF6_241016_fucci.nucleus_cell67.tif,3
FoF17_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice16_cellCycle2_cell85.tif,FoF17_241017_fucci.nucleus_cell85.tif,1
FoF1_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice8_cellCycle1_cell75.tif,FoF1_241016_fucci.nucleus_cell75.tif,0
FoF16_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice16_cellCycle2_cell136.tif,FoF16_241017_fucci.nucleus_cell136.tif,1
FoF7_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice31_cellCycle1_cell59.tif,FoF7_241016_fucci.nucleus_cell59.tif,0
FoF15_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice30_cellCycle2_cell50.tif,FoF15_241017_fucci.nucleus_cell50.tif,1
FoF18_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice23_cellCycle3_cell213.tif,FoF18_241017_fucci.nucleus_cell213.tif,2
FoF18_241017_fucci.nucleus/cellCycle4/images_padded/FoF_slice18_cellCycle4_cell102.tif,FoF18_241017_fucci.nucleus_cell102.tif,3
FoF5_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice22_cellCycle1_cell94.tif,FoF5_241016_fucci.nucleus_cell94.tif,0
FoF11_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice31_cellCycle1_cell127.tif,FoF11_241016_fucci.nucleus_cell127.tif,0
FoF18_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice24_cellCycle3_cell108.tif,FoF18_241017_fucci.nucleus_cell108.tif,2
FoF17_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice22_cellCycle2_cell156.tif,FoF17_241017_fucci.nucleus_cell156.tif,1
FoF20_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice26_cellCycle1_cell41.tif,FoF20_241017_fucci.nucleus_cell41.tif,0
FoF17_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice14_cellCycle3_cell146.tif,FoF17_241017_fucci.nucleus_cell146.tif,2
FoF13_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice26_cellCycle2_cell54.tif,FoF13_241016_fucci.nucleus_cell54.tif,1
FoF3_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice27_cellCycle1_cell136.tif,FoF3_241016_fucci.nucleus_cell136.tif,0
FoF22_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice24_cellCycle2_cell248.tif,FoF22_241017_fucci.nucleus_cell248.tif,1
FoF20_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice24_cellCycle2_cell73.tif,FoF20_241017_fucci.nucleus_cell73.tif,1
FoF8_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice34_cellCycle2_cell27.tif,FoF8_241016_fucci.nucleus_cell27.tif,1
FoF22_241017_fucci.nucleus/cellCycle3/images_padded/FoF_slice23_cellCycle3_cell60.tif,FoF22_241017_fucci.nucleus_cell60.tif,2
FoF9_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice18_cellCycle2_cell135.tif,FoF9_241016_fucci.nucleus_cell135.tif,1
FoF4_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice22_cellCycle2_cell27.tif,FoF4_241016_fucci.nucleus_cell27.tif,1
FoF5_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice31_cellCycle2_cell47.tif,FoF5_241016_fucci.nucleus_cell47.tif,1
FoF9_241016_fucci.nucleus/cellCycle4/images_padded/FoF_slice21_cellCycle4_cell110.tif,FoF9_241016_fucci.nucleus_cell110.tif,3
FoF15_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice25_cellCycle2_cell64.tif,FoF15_241017_fucci.nucleus_cell64.tif,1
FoF17_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice15_cellCycle1_cell268.tif,FoF17_241017_fucci.nucleus_cell268.tif,0
FoF11_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice32_cellCycle1_cell5.tif,FoF11_241016_fucci.nucleus_cell5.tif,0
FoF19_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice27_cellCycle2_cell59.tif,FoF19_241017_fucci.nucleus_cell59.tif,1
FoF12_241016_fucci.nucleus/cellCycle2/images_padded/FoF_slice26_cellCycle2_cell35.tif,FoF12_241016_fucci.nucleus_cell35.tif,1
FoF22_241017_fucci.nucleus/cellCycle2/images_padded/FoF_slice23_cellCycle2_cell119.tif,FoF22_241017_fucci.nucleus_cell119.tif,1
FoF19_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice21_cellCycle1_cell10.tif,FoF19_241017_fucci.nucleus_cell10.tif,0
FoF20_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice33_cellCycle1_cell60.tif,FoF20_241017_fucci.nucleus_cell60.tif,0
FoF12_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice29_cellCycle1_cell89.tif,FoF12_241016_fucci.nucleus_cell89.tif,0
FoF10_241016_fucci.nucleus/cellCycle1/images_padded/FoF_slice17_cellCycle1_cell71.tif,FoF10_241016_fucci.nucleus_cell71.tif,0
FoF18_241017_fucci.nucleus/cellCycle1/images_padded/FoF_slice24_cellCycle1_cell228.tif,FoF18_241017_fucci.nucleus_cell228.tif,0
